Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Unique Received From Addresses,min value received,max value received ,avg val received,min val sent,avg val sent,total transactions (including tnx to create contract,total ether received,total ether balance
0xbfdf5f7ac2962b334ec2833ddd9ff30961b58a36,1,2810.73,5.34,2821.42,2,2.26661189,5.0,3.633305945,7.26575089,7.26575089,3,7.26661189,0.000861
0x8c055eA629051c87AE6D801d301B59C166F77475,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x610eacbc066f8bb1f7853316e214b6bb328b4e8b,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x8e10f088e0a046b2467f89114520381f2b5d7873,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x9356794614Efd99a81578425006365b8b697B600,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xdcd0f8aa447f94e24a86732f8aeb7f6fb9373e5d,1,11.65,78.2,371.07,2,0.007398993,0.177969721,0.075653404,0.0,0.030729204,9,0.302613616,0.148967598
0xd7ef26F0cF2E21df02AD391d89226c7a72EFA4a0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xc33d3c60890caca95f957861b99cfd06a56abe57,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x13e69be8c633475022b8775e3bd99040107866e3,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x868413a5D2FE073114e5358C576779AD10dF2644,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x1A52C0ae2b39dBf85E3f67f95d0F3075611A003c,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x8184f473d2c9ed1df39990b0f541197bc533c826,1,25166.12,589.8,66256.83,21,0.0,0.275,0.07737037,0.20155,1.04426588,29,2.089,0.000468241
0x8512c6806e8b53a370ea8e8036c33388b825df24,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xda16d90f207b3aab70eb5aec84ecd1a87912b825,1,7140.27,1.23,7148.88,7,2.0,2.0,2.0,13.99916,13.99916,8,14.0,0.00084
0x760651cb3e8f56475b74ca8380a97f95f7ee2793,1,219.17,166.93,6594.28,22,0.2,1.0,0.289655172,1.0,1.0,37,8.4,0.4
0x6ffa0352963976e336d6f9868beec68c860c6b01,1,143.17,525.37,78596.23,67,0.000515779,10.77902789,0.585860372,0.0,0.627915583,266,62.10119938,-38.36529389
0xd868A76A1dcc34854903376e734e3CFe461DD08C,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x23dd18fc61248395ad63cb8c25f8136652908295,1,11158.73,29400.38,2399871.3,48,0.0,1.49853,0.072328052,0.0,0.175289035,99,5.135291717,0.227198738
0xF9390CdA498171e748cD0B43FF65f747867E3eD3,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x05fBf1E3f105df6a4553f3C7f2ed93070A4BAB46,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xad3e6c0a38f20398d444ee9ac1a911f6563b5028,1,100.15,226.91,59290.97,209,0.08,1.8,0.197521765,0.15,4.224060104,268,50.56557173,-0.12314952
0xa2eb8f9174d70befaa253fcd9af256e3379d8a06,1,1913.58,9273.28,124233.8,5,0.004747481,0.217082,0.048554388,0.0,0.183016717,38,0.339880713,-5.333637508
0x4a04bf961371240ffbf9cac982aa436bb5386863,1,110.51,9576.91,748656.97,15,0.002265683,10.0,0.364081543,0.366208348,1.814388313,93,28.39836038,1.182535692
0xa125929ba78213a27d8695b276f55d6aba567b01,1,878.61,505.28,30423.08,15,0.01180626,1.05417918,0.133379285,0.0,0.074023137,41,2.000689274,0.076087716
0x80b23fb0cc310fc0159351e05c86fc9333047b99,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x6e85c36e75dc03a80f2fa393055935c7f3185b15,1,78.38,2715.55,22900.18,5,1e-05,169.6057743,21.21826304,1.0,11.2,23,169.7461043,1.746104293
0x8a455e14C3c9E6611257Cb03F261FBC8EbAf4e4e,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x44183fd1a79704f79e0986c6380dd9bfbbc7e6d2,1,2262.93,0.0,15840.52,1,0.35562726,0.35562726,0.35562726,0.0,0.028571429,8,0.35562726,0.15562726
0xcb3315a42e76b70d2f3e8e595a5d13855c2e14cc,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xad7f0a2427f93bc8fc178a73ae0d2d188682884f,1,16.49,5.3,146.67,8,0.05,0.25,0.077777778,0.0,3.30862726,15,0.7,-19.15176356
0xb93235c1694814C8C6534cdB14806FbA39f8fC97,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x75968feaa063f091043455bb76d9af43b965afe3,1,13144.46,17999.11,599421.47,21,0.002665927,3.579161326,0.244619359,0.0,0.632107521,36,6.360103347,0.039028138
0xb54ddf21064610c13d5bef7fcc54eceb9ca5f84e,1,1168.82,0.0,98180.65,1,0.045,0.045,0.045,0.0,0.004539586,85,0.045,-0.336325261
0x1e12436889E2459202437077549e35b56f1299Cb,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x95b5c8eba4852fcf62decb4a158f727cd78297bd,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x446c233AE1f969D3063AA4b477b02764414C536e,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x022477f348a8b75b35fc8cf055d3b3d8a577f514,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x3833552d7302457831246975baf0527b62cf54e9,1,36.62,88.82,501.77,3,0.01979907,1.0590349,0.67923898,0.10799436,0.67459273,8,2.71695592,0.018585
0x650d8acbde455717a98d613b316cb200e015de5d,1,22490.59,10.69,140341.23,403,0.0,1.848331221,0.160098253,0.03011,13.47150062,511,80.84961776,0.020614045
0xb9088c74b4B7D70A181f2f3a8E1964fb1F6a111c,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x563acf790b87b2355de3945416da14c7ea1eb05d,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x4a878ef00c208517834ad9e4321fbe7ca8b0b415,1,661.97,570.97,29872.45,40,0.07,0.7,0.186,0.3,4.6485972,52,9.3,0.0028056
0x3cf5947eb0c6Ac6f283f434c5D0f742fdAe9F504,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xf591bBF70178bCAa80D306Ab65755ab7038962Cd,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x718278dba6774d510a79fcd2ddcf8d09b6c6d30b,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x7afcc8244a7f9195ddf60fe75247efedcf1f8cc1,1,2070.66,539.45,6299.13,4,0.43300001,1.86530155,0.824012248,0.028733906,1.646242094,6,3.296048991,0.003564804
0x01F9eC89417814d6a7b0961Edc24Fe1Cde61f208,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x28733543ec21dfd4dac3fa2d7ad74d6c6d2bb49d,1,394.26,1238.37,115619.58,13,0.00231004,0.805,0.090687378,0.0,0.022599817,259,1.45099804,-4.040757449
0xa5a478545fc9121a5e411a608027cf9b27eea172,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xf271d00900966dcfc5a75c3eeddd4ccedca9c966,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x1c994a7a8038e52758ff39b9e9fc579fb9bf1c46,1,783.27,368.9,244168.83,369,0.0,3.195932753,0.085875125,0.0,0.719826581,590,45.17031594,-0.898585275
0xadc7f7d0c48cc91bab52c0c40f83722531d863bd,1,21846.9,780.62,163076.4,12,0.061802944,10.79296519,3.96268617,0.0,7.358942724,20,51.51492021,0.002321142
0xeb9aaa5160d671ff5e9e4c918f8ab0139762f101,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x724cea3153a61d8afb6ada553f096ad7311324b2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xe369D4D2D6EEc8d332Fe1C14A5279cF42af1d8E7,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x0945198dd98c78d88568004d775e33800cfe4bfa,1,62.02,1212.65,362962.08,228,0.0,45.37310526,0.791796622,0.0,1.068213519,602,224.078444,-116.6816686
0xa06e773064eb9a1ce6d5d897249b8fa6200ae869,1,8.76,1.08,81.0,2,0.015,27.19965147,13.60732573,1.0,3.0,11,27.21465147,0.214651466
0xf207ba31d96cf56f1e107d8cebf3c08b04e0a0f0,1,205.98,0.0,4119.67,1,1.5,1.5,1.5,0.0,0.01352796,21,1.5,1.229440795
0xf87d8c781979e4cfe14da4366617197bb6f1f235,1,1817.73,827.04,192723.38,51,0.00265518,78.36392483,1.976974812,0.0,1.659473757,136,108.7336147,-25.68375963
0x45e7c24e67df934069a2709c5b592f950bc709af,1,13550.02,121.46,19258.45,41,0.0494471,70.20979507,5.518000108,259.3455851,259.3455851,48,259.3460051,0.00042
0x82aA927292F51046c309e79f2a272bad474cDd7A,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x6c189c440f31ff891533c1b5526e9e4f8af89a0e,1,0.78,0.0,1.55,1,0.006776365,0.006776365,0.006776365,0.0,0.002348613,3,0.006776365,0.002079139
0x4898110f44c5e054fd073d02e32ac4520b61368b,1,1362.9,434.67,19243.38,30,0.0,0.9,0.260289474,0.09126057,4.940630285,40,9.891,0.00973943
0xc3e9287e2c028ebbae2001f477dc22ede80ed829,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x343a88ad3eb8c900b0b3b6935129a8bb0011a5e9,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x4a64e4b4b6bc57f09bba0080ae368efaf8c68fa9,1,1697.1,0.0,1697.1,1,1.0,1.0,1.0,0.999559,0.999559,2,1.0,0.000441
0x4d5e3d4a3b5a95142bbd798476bc1afd20864ac8,1,0.72,0.0,0.72,1,1.694,1.694,1.694,1.690234463,1.690234463,2,1.694,0.003765537
0xb3dce1f1a7e8bf248073bf827a6db67a22cd785e,1,305.61,444.16,84040.65,107,0.0,1.506263074,0.229107452,0.021,0.896453139,202,36.88629974,0.131721028
0xb627e9e2c993447bc433709399e064ec653704dc,1,91.96,793.25,7323.18,9,0.06,2.18788238,1.1917351,5.35,5.36274495,11,10.7256159,0.000126
0x52e8ebf98ef95d373d29041182830bf13c52588f,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xbe12359f003961be263fe7ab34bcfc4a20298efa,1,6520.05,61.85,70272.32,62,1e-05,1.488373591,0.153584508,0.0,1.252386771,92,12.59392969,0.070061985
0x3ffc9c4df6b29a0c3bf5a3056d37b68288c79a29,1,15995.33,16.9,16147.4,8,0.6,3.6075,3.106804444,27.96,27.96,10,27.96124,0.00124
0xd384752674cbdF4673994AB973a51fc6f114B75F,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x1b8ee5cB5520ea3d12F64a8973c2A4F0cbcB1564,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xed3b61249bf08abd799e82075304e660bce1d68e,1,21144.97,80.92,21306.8,2,0.2,0.5,0.35,0.699685,0.699685,3,0.7,0.000315
0x07204feeaf2cbbde2be760909af2f5ed6e2d14b4,1,42938.86,15229.94,829593.02,11,0.00092445,7.502,1.472366342,0.0,1.573857955,29,22.08549513,0.051483758
0xdba5fd82be33cd84024cf878c2c46dbc70b6fdef,1,9655.22,0.0,19310.45,1,0.0,0.0,0.0,0.999685967,4.032073096,3,0.0,-8.064146193
0xD0bb7c83d18Ec1bEC23f501B2336571DbEf5f73d,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x1af0340527b8bAF6965307010871f6312eAbacaa,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x1d4dce520b079a3e3d971eb0b93b1840baf989ab,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x5714b032c1f3bd2c31465173c2bf9951f6f673a6,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xf6c4fc68805b9da28dc44887928a77f8a09e5f5f,1,4207.3,168.65,16181.22,58,0.001,8.36962496,0.736472631,52.51386,52.51386,72,52.28955682,-0.224303178
0x83373a2e5fc62a8598fb2ac2ebec188ff8cd4a9c,1,693.74,26.93,14676.32,4,0.020149228,1.055947028,0.473858311,0.0,0.154285714,25,1.895433244,-1.344566756
0x7f4a266a773b6d9c2f18895f4d08054891605f9e,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x3CF71871d2f56A6af21bf17ca2652cbC12E8ba1f,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x4cae21759c78650cee753ba4616c66b33178f09c,1,7027.77,9282.6,44158.18,3,0.96794073,304.3467623,131.5921997,526.3683577,526.3683577,5,526.3687987,0.000441
0xf8b555398a425697617bccadfa52655932275552,1,34139.6,455.21,193003.28,42,0.09,0.88,0.133979592,0.01,1.31019748,54,6.565,0.0140126
0xcfeb62a98a9ea19c2701c13e9a728408defb6a56,1,400.66,33.02,4898.12,17,0.010803951,2.44153665,0.26016169,0.0040137,0.697992962,37,7.024365623,0.044436
0x7ba85E2e55c7598378Fe927aD2Aef2DAc6c45218,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x919c2fc7a008a5bbcb3198296e0d1a6fd2b15b13,1,1033.02,2519.03,52700.73,12,0.1,1.0,0.278125,0.003204754,0.369358024,28,4.45,0.017703709
0x6ace0c63f8808aae05ed2685838980a891a0ae21,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xc4245e52a2635ece131aba7894c8471581d799af,1,50.04,151.0,754.12,4,0.05588989,1.11124095,0.65678271,0.292479426,1.582493,7,2.62713084,-2.12034816
0x0297a3211d69a1a268591e1Ff6f570699cCC50CA,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x9e50031deb1f02d58abb9b4fa87a8ea99636b411,1,25688.27,54.04,622625.2,108,0.0,1.34580129,0.041495772,0.0,0.195219096,137,4.68902226,0.00376396
0x4a036aa86d0ba304ec60605155810a6973d98ebc,1,1416.46,4298.46,409910.3,51,0.001,14.86211753,0.808208881,0.0,0.695376705,149,55.76641281,0.136276413
0x89c0e39f3b3Be95c238912788687DBAebe7e6A2B,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x96665f6088eeb1dde18d08b2c34e50f381a5e103,1,706.88,649.87,104024.42,106,0.01,0.9,0.200057377,0.0,0.689628571,157,24.407,0.27
0xb0D2d2791657ce6CdF48b77A1E10F62E9b4Ee74B,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xb8a3c35f9d6206eeecef741459e52134070d644b,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xb448eaedb5bc19857745ff32112ab4d092159949,1,4469.12,0.0,80444.17,1,0.5,0.5,0.5,0.0,19.4739148,19,0.5,-350.0304665
0xfe59c158025d9e4389e144574b91ded74e0d33ef,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xa71073cbc47c62257a0749503bdbd4d9b5595294,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xa932dd6d00fed9d1cd140275a5caa32d0b1e0d68,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x4d517d272ce8d879d8891518e70153b49d2cdb96,1,12.57,141.22,29227.2,158,0.008322862,188.1314362,4.062253241,0.0,2.10148701,575,694.6453042,-154.3554478
0x9e009c57b36aC7e3382697b4c9d3E7092A1CDb42,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x4bc3f941b747c4bab3efd8749be2cc0b50de23fb,1,519.71,15.26,10424.65,2,0.044104849,0.237084092,0.140594471,0.0,1.515080157,22,0.281188941,-30.02041419
0x2D8028f663512Edd7Adbb6bb4d2FF63d36a01656,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xdb21509547C82b69E714Bf3A761e6d64f0f91CD0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x499e535b6B5e85b90D436207907EE587F6736E9e,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x9D74797DA2447EC1a4c977E815D66bbD8D8d9272,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x0913e0169f5129185c3934920d3cf6e5f56bd3be,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x7bad2dbcbdb8d79c6bdbd823a0246296f475b285,1,53795.56,1752.73,240259.32,39,0.0,2.05,0.376244444,0.019632387,5.639877462,48,16.931,0.011367613
0x1c2f994dcbeab2e65d36a795646cd0622bb20e2b,1,214.37,392.17,58470.23,108,0.0,5.0,0.30327027,0.51293393,0.851466965,150,44.884,43.18106607
0xb7c06096b7cf4622ae0da4ebc929649463c8692f,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x43addb2a61e752aa50b9cc54ecd9c255b903276e,1,828.25,443.7,114742.53,1,0.004,0.004,0.004,0.0,0.001463043,139,0.004,-0.1979
0xbfb50B318ebd18975BD60b8d21488a8595deBe74,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x1bd913bbade46bf5ad8b1e5d117701fbeb078228,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x2A6D8021861f27aB992572D8689017b7A83C989D,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xdb25055ca6e20cdd6e672a4cc93b87a736ba20a1,1,177.57,6.18,3220.92,2,0.038561406,0.529702944,0.188425581,0.0,2.961111111,22,0.753702326,-52.54629767
0x14F8B4FEa8788eFE643EAAd0B10B37423b73215F,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x51afa730ac699478ba413f987a35e58124e1b842,1,289.89,0.22,6377.98,1,0.06447869,9.025239405,4.544859048,0.0,1.333903117,24,9.089718095,-20.25615047
0x3267ead61ceb7d16c5ecc2be572ccf0538824e2f,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x7a27593bacf900e67a5b315a907a8fa5396e5c91,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x697a260ba6365ab241f7aef057da3587f0c255ca,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xb5c06ce49d0c63211e5d335cf42ecda5c3f30d8a,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xe54659243F8542d6ABfd15bbff69f62465786756,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x999a74f3cd358eebdb88f94aa2ef5d40a1135f1c,1,25.93,0.56,153.02,119,0.0,0.75,0.232462687,1.0,10.38098051,137,31.15,0.007058462
0x07956d21122817a3bb042dc1ab47c49534d11ddc,1,4494.13,31259.7,643369.63,18,0.00033152,0.11320513,0.025203441,0.0,0.040322785,30,0.478865376,0.035314741
0xe065d0d82a74dace6babaf7f5a9a429b24f7e4a6,1,100854.18,11.96,403452.6,1,1.483456284,8.475527972,3.885077597,0.000830986,2.911957747,7,11.65523279,0.007401804
0xa867ddf57581f8ec92566ded6853959ddd5a7776,1,262.52,3.46,2369.62,1,2.218673365,133.1931377,67.70590556,0.067420261,15.04082447,11,135.4118111,0.04439085
0xbdb3c649e2cc7922e46795dcfaafb864be934543,1,13144.89,0.0,170883.52,1,70.0,70.0,70.0,0.0,10.68676923,14,70.0,-68.928
0x031bf1601c970581e3c50631242197de56918cd1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x6f2daeb1e5f30867700b7f9adec57839f64fce60,1,7888.06,0.0,15776.12,1,0.25,0.25,0.25,0.069022154,0.122011077,3,0.25,0.005977846
0xa4B4cB99a583Cd6c570af1223d7c11514C8e92b3,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x2eaa87226e56254e355eeb320e657786a2b40599,1,1.59,27.11,2855.35,92,0.0026558,1426.535869,17.09580743,0.0,10.94269582,255,1641.197514,-98.69112142
0x908bc24c7fad5b870f2936d9425383f8ea9c80db,1,15379.35,298.41,1397271.8,40,0.00532104,8.358144,0.53439744,0.0,0.257666667,134,23.51348736,0.323487358
0x8bae6912fda09b1c2ebf0a58dc581d3b0a9504e9,1,2172.6,6668.37,450179.73,3,0.2,0.5,0.4,0.0,0.0,201,1.2,1.2
0x50e8fa3e84dcad47231dd9452c3329ba01323bd2,1,1.07,0.0,5.35,1,277.5064946,277.5064946,277.5064946,2.0,55.89512561,6,277.5064946,-1.96913343
0x3b54694c7e1305cbee7615a97d0ec989a201020b,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xd055610c2d5151aDb3eaF994e08aBe45DeE936E0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x99723bc6EF51644B0Ba52F31aD905a1b3b170d94,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x730d7e40a1f012ea57e957f5e9736c797b282a36,1,449.05,2190.8,152104.3,50,0.0,1.0,0.274661025,0.0,0.56097054,106,16.47966149,-9.324983356
0xf97bd29b8ee6e246eb57eecf5d0e8486366113fb,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x133bb2817666aff0d6af65c3b476e776bbacf6d5,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xfe8ad4432bd3371f42089bc3af7ce7168c09ac79,1,10134.66,5172.27,118122.72,12,0.01049553,1.0,0.225628737,0.05216306,0.844307015,19,3.38443106,0.007203
0x42cb36f0cb53aa4c15951be921b3dc3457dd7c09,1,363.93,0.0,2183.57,1,1.7,1.7,1.7,0.029663838,0.281700466,7,1.7,0.009797203
0x02f8297193719054c7b951704542c46a427d0530,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xbdc64a98ab025e058ca8ac2e2383f0cc017c6e45,1,214.03,18860.43,120225.47,5,0.003329328,0.294430328,0.100732754,0.0,0.062307198,39,0.604396522,-1.451741006
0x62e78cbd132462ae10fe17be563e92f0270bed47,1,643.35,1056.12,39500.45,22,0.1411,0.66,0.290045833,0.0,0.674475774,46,6.9611,-7.877367031
0x0324A5f6289e647BAf88d9c96c331Cf964220ce8,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x07c837bc481cd7ed487bea67c01faaaede204ac5,1,6.46,0.0,187.37,1,0.4,0.4,0.4,0.0,8.563860176,30,0.4,-247.9519451
0xc446919fc6a76f5bfe847dfcbe074648d038230a,1,65.06,6038.55,24674.73,2,0.010131781,2.090744755,0.587271238,0.0,0.29316313,12,2.349084951,0.003779909
0x2a48eb888402f4af9bddb1526a69be3d23425c76,1,6508.1,1429.29,151810.28,75,0.055,3.462338412,0.270652064,0.695812651,5.928276352,92,23.81738167,0.104276267
0xfea87495861832eef3060e92e2872e9f4111e62b,1,297.91,1591.01,73078.5,30,0.0,5.98490468,0.915301213,0.0,1.924187673,63,38.44265095,-1.965290194
0xf36ccfc0e960e564de3c7815a3af77d623e7b9d0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x244a1914f1447ec5e8eb817d914c95039fb3a5df,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
