Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,avg value sent to contract,total transactions (including tnx to create contract,total ether received,total ether balance
0x3018a3eab048a0a1c15003b383a181f089a039cc,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xa8454096f4a18e0252b411f670b3dd9d21465e75,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xbc85a12364c9e375801c00aad17b893fc4c8f5b6,1,19486.35,17232.86,137875.47,0,3,7,0.2002002817586444,0.6019577473709722,0.312760402011055,0.099319,0.6015176346487823,0.3514144522624368,,17,2.814843618099495,0.003528
0xaf70168cdac454fa9ff94e5458d450ae7eeb7ae8,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x199eee5b6ca1aaf030c77f0b5c50e39908fd2072,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xed44fc770eaa76db9ade24d86ce3b409f4aed009,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x285cfe87f4ad22228a625dcd1f64b2bc6b27ecff,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xe112784753273ebede055968ecb78dcad8ff6da2,1,0.0,0.0,312.18,0,1,1,1.63,1.63,1.63,1.629559,1.629559,1.629559,,2,1.63,0.000441
0xeab1d82e96541718e645fdef4a5ee9df78605b76,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x69c46c1e40465ae9a6c90990ae1568005fe62d6e,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x379ce20c018fb6301c1872c429ec7270ffa4dc5b,1,4.77,0.0,34.17,0,1,2,0.09,0.09,0.09,0.0,0.08,0.01,,9,0.09,0.01
0x93d8d5bb1f1e4822f3c614d9a09e7c5e3fabc13a,1,0.0,102.2,349956.07,0,8,1,0.08308627,25.0,4.91317599875,39.30496699,39.30496699,39.30496699,,9,39.30540799,0.000441
0xa6E71Bdc40952eb1C083E5Ae4940d70886296724,1,0.0,2853.76,216885.4,0,26,0,0.0,250.0,11.927919890921563,,,,,77,918.4498316009604,918.4498316009604
0x3a878eddb991ebcbc7c8052055b2e5ed5d0d1ba4,1,27013.05,51947.34,1702618.35,0,29,39,0.001139,2.5784729109807483,0.1028595682257496,0.0,0.86714,0.0484724824810413,,94,3.0857870467724906,-0.0164518320141548
0x9eea7fda3c78cd8c096ae229de8217a94cd1bcfe,1,19446.92,19207.62,1458590.72,0,44,52,3.7514000001e-05,0.3214193880174852,0.0137673627465592,0.0,0.291,0.008367590918961,,124,0.6608334118348446,0.0248965019938027
0xdfa8e0d144b1bd7b9f08cd05a7726cc20121292f,1,9178.47,3454.39,29123.65,0,4,3,0.04788027,4.98,1.6119700675,0.01,5.01443627,1.6111090675,,8,6.44788027,0.003444
0x8d4426f94e42f721c7116e81d6688cd935cb3b4f,1,0.0,114.49,1488.35,0,12,0,0.5,17.3564,3.282046428571429,,,,,14,45.94865,45.94865
0x5e1f89284b8283edcd082901b78c7589f39d5b51,1,38883.78,2254.03,77770.45,0,2,1,0.05,0.29222868,0.17111434,0.000462,0.29214468,0.1138522266666666,,5,0.34222868,0.000672
0x0f4cf489c65f5001843c525e1f374768dcad9b99,1,47481.12,34.5,48178.53,0,26,2,0.01037481,9.99,1.3300518065410252,0.07579,48.30435303547689,24.190071517738453,,38,47.8818650354769,-0.498278
0xe949A4c861089fBdE6eF1175C23E1485D5970567,1,0.0,577.86,4045.03,0,6,0,0.01,0.72140905,0.2120333875619036,,,,,8,1.6962671004952294,1.6962671004952294
0xb48c99C37b7cf4AC0A1c2dcA518782C1FEB4f066,1,0.0,2266.72,56667.93,0,24,0,0.0013583449924611,26.979671843738345,2.075392487979873,,,,,26,53.96020468747669,53.96020468747669
0xb0608ca76d2ec6984f652829e887811516e4b846,1,0.0,257.23,66170.43,0,21,1,0.11550885,6.6,1.4161678813530834,31.15883238976783,31.15883238976783,31.158832389767834,,23,31.155693389767833,-0.003139
0x29c3aDF6f50E2186C21f5Ebb1aC073115831286E,1,0.0,7742.05,247745.63,0,25,0,0.08281,39.03646299,2.350720817575757,,,,,33,77.57378698,77.57378698
0xe7cc576611c2df800862db667140a90cf9ec4b72,1,0.0,6.9,70830.77,0,7,1,0.5,5.0,1.896364395943563,13.265,13.265,13.265,,8,13.274550771604941,0.009550771604942
0xdbbC7E7098f69FF271C7D12b75b53C099d3C883d,1,0.0,1807.03,63245.9,0,28,0,0.0001,54.78999283,3.018851596111111,,,,,36,108.67865746,108.67865746
0x3614E0bba4679C95DAa45201821cD212f9164205,1,0.0,2672.1,8016.3,0,4,0,0.5,2.58916,1.29479,,,,,4,5.17916,5.17916
0xa5e83199a7ECB6669064d492F15ddC096b6cbAb8,1,0.0,21325.64,42651.28,0,3,0,0.0,0.9,0.599678,,,,,3,1.799034,1.799034
0xd5E846494DF899e0D7eA5e628501Dfe420D2643b,1,0.0,1099.14,23082.02,0,19,0,0.04233321,9.1,1.0565283318491547,,,,,22,23.2436233006814,23.2436233006814
0xeB32e949D214773fF718DfC92b4803BD14Db15c1,1,0.0,79637.36,477824.13,0,6,0,0.118,4.42,1.2648801071428573,,,,,7,8.85416075,8.85416075
0xa62cB4bD9E69E9170a2d973AA3aECE5A1215D41C,1,0.0,892.45,8032.08,0,9,0,0.1,4.3836494,0.8969020799999999,,,,,10,8.9690208,8.9690208
0x7197e9D17B8A5d219e0FACEA59301Eb7eef5ef87,1,0.0,1872.09,11232.57,0,5,0,0.0002,4.34199696,1.30004424,,,,,7,9.10030968,9.10030968
0xf6238cBC1b74b183E54d63A555f867bAA00D92dF,1,0.0,668.91,12709.32,0,15,0,0.06627839,9.82,2.2859596197,,,,,20,45.719192394,45.719192394
0x311e8FBacC2EC05793e14319ef0006F7A7516CBa,1,0.0,1811.88,18118.83,0,9,0,0.2,10.0,3.499097727272727,,,,,11,38.490075,38.490075
0x882C3163237009DCA0Aa3d479f73EB55639339e4,1,0.0,325.65,3256.47,0,7,0,0.0100318511273292,2.279139,0.9450977328297572,,,,,11,10.396075061127329,10.396075061127329
0x34743ffa1f93e745668725e44efeb3c50a237796,1,0.0,558.44,14336.38,0,16,1,0.108,9.999559,1.7771501030625,28.433,28.433,28.433,,17,28.434401649,0.001401649
0xe6eb070bcef81fd12a198ba03fe393e9ee4cb671,1,117556.52,1282.01,1881765.17,0,3,14,0.0178242068891823,1.35,0.3571653553590413,0.0,0.35,0.0928031374816294,,21,1.4286614214361657,-0.1489919157515346
0xf77149cAC62F1b3DF7d8D0Cd951F152F28C72bB1,1,0.0,3366.93,471369.82,0,57,0,0.0,3.28,0.1620733597480903,,,,,141,22.852343724480736,22.852343724480736
0x89c0e39f3b3Be95c238912788687DBAebe7e6A2B,1,0.0,59836.03,1495900.67,0,22,0,0.03,25.61320552,2.022208116923077,,,,,26,52.57741104,52.57741104
0x6e65c01099ACfDA3FDCEe97249CaF30241baF679,1,0.0,496.82,496.82,0,2,0,0.989139,0.99,0.9895695,,,,,2,1.979139,1.979139
0x98d67bc5bA8e43721972204e5e1e4EAEf43CADb1,1,0.0,164138.29,1641382.9,0,4,0,0.0,6.97023977,1.2702819280316635,,,,,11,13.9731012083483,13.9731012083483
0xcc2c4c1b9bEe3E9AE45b5c9024c3d032387830b8,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xCC13856aC5ec565c2Ef8770a347a224351163DcA,1,0.0,510.33,11227.17,0,19,0,0.0005476320120112,5.650298162012011,1.092387014088001,,,,,23,25.124901324024023,25.124901324024023
0x346B909240978658eC69C3f6E0D7CBeF50Bc3C79,1,0.0,1651.72,57810.2,0,31,0,0.0002,47.29470979,2.627507793888889,,,,,36,94.59028058,94.59028058
0xB7f9FDB9f3f6142cF5e2b7bEE8AEbA059dfb091b,1,0.0,7221.13,245518.5,0,32,0,0.0014667600134103,49.003094315555735,2.8002014180317567,,,,,35,98.0070496311115,98.0070496311115
0xa3e785ee490e1102fe32512973c96Dc7DC876348,1,0.0,2193.75,1274570.12,0,181,0,0.0,40.0,1.344958807158458,,,,,582,782.7660257662224,782.7660257662224
0x8ee2ba41ef59b5773e5909451e0b8bad4e59a81b,1,0.0,0.0,70724.57,0,1,1,7.0,7.0,7.0,6.99,6.99,6.99,,2,7.0,0.01
0xdC057405A5DeE9074635c0D3a991580b66a34d9c,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xf591bBF70178bCAa80D306Ab65755ab7038962Cd,1,0.0,658.75,7246.2,0,11,0,0.001,11.52426598,1.9207827466666665,,,,,12,23.04939296,23.04939296
0x1443975e90EC15e7c070514831070581Ae2Fb929,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x1b8ee5cB5520ea3d12F64a8973c2A4F0cbcB1564,1,0.0,733.74,18343.58,0,17,0,0.0,6.0,1.9133107717895044,,,,,26,49.74608006652712,49.74608006652712
0x57a3d07e27475aa8f5d306b7bb25aebfd27c4512,1,31.23,271.51,2984.82,0,8,1,0.02,4.70384966,1.407606866,5.0,9.07434666,7.03717333,,12,14.07606866,0.001722
0x14F8B4FEa8788eFE643EAAd0B10B37423b73215F,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x5ed7046abeb1fa06f54283a2eb4a09efa2711a8a,1,63497.11,6.17,274032.97,0,1,3,20.0,20.0,20.0,2.0,23.007585,7.999517,,7,40.0,0.002415
0xdd0940c356ebe5bb23039bbf6c83f33c7d510dc9,1,117732.02,1101.23,475913.68,0,18,5,0.0001,7.98360971,1.175425260909091,0.5,16.78066304,5.169132608,,27,25.85935574,0.0136927
0xDD44566108758d8C8224D303EF92492229014a2A,1,0.0,9391.52,46957.58,0,6,0,0.49,4.518,1.172866425,,,,,6,7.03719855,7.03719855
0x00EB6f5199cD0B671da371969B1A0F948e982Fea,1,0.0,64793.37,1490247.53,0,16,0,0.051,29.53526877,2.6695698558333336,,,,,24,64.06967654,64.06967654
0xea72a2A01c1126d5629D83aab4f448De670924D9,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xb13832f29e4ab6b523eb0167f46e014682c5a823,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x5a9ca3c6362a53edfc78503d65a6a3b7d9af6992,1,51168.27,17261.97,51785.9,0,3,1,1.15e-07,1.222,0.3061593548355328,0.0025533043421311,1.221916,0.6122346521710655,,6,1.2246374193421312,0.000168115
0x2Bbe1297d729BC7f7558aFb43404F0f0A544D206,1,0.0,25056.82,100227.3,0,3,0,0.1,1.01,0.4794068,,,,,5,2.397034,2.397034
0x70ba69fCb5720BA8D573b78f641eEcB775C0E5a9,1,0.0,3558.41,113869.17,0,11,0,0.0173796459517838,2.1,0.5962543175084185,,,,,33,19.676392477777807,19.676392477777807
0x04a3d37cae5fe8acfcaf6d5eb66369d639ff027e,1,0.0,866.83,2600.5,0,4,0,0.5,1.0,0.641978495,,,,,4,2.56791398,2.56791398
0x45f7582fd6445918912977b9460475b5524cf962,1,0.0,584.81,10645.63,0,18,1,0.02,10.0,1.5701000056460217,29.83103910727441,29.83103910727441,29.83103910727441,,20,29.83190010727441,0.000861
0xaC57457748d66139ec89a6D1b13BF119A1EFb31a,1,0.0,123047.14,1845707.13,0,5,0,0.0001982,0.7328,0.2025738331404665,,,,,16,3.2411813302474646,3.2411813302474646
0x2Dc5616EC2b9D24906F0e11dC8D8a736392dFeDD,1,0.0,45.1,1082.45,1,4,0,0.0,8.47,0.88228,,,,0.0,25,22.057,22.057
0xf346fdCd5A205bA8F25edf0ffcddcc7a6583ac65,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xA196a0D86e50f901E19c74ffC994A029A233d211,1,0.0,673.38,3366.88,0,2,0,0.00242,0.2,0.0663166666666666,,,,,6,0.3979,0.3979
0x699CbEAa28A49e096DF00011d734803a0B8f5F80,1,0.0,1002.63,20052.65,0,14,0,0.0,35.50411903474011,3.718080503213345,,,,,21,78.07969056748023,78.07969056748023
0xa3eE246232eBd99EC9A07851116f9F67380C5E6F,1,0.0,3491.0,153603.78,0,19,0,0.000363975,2.49,0.533761258,,,,,45,24.01925661,24.01925661
0x934f49fCF451A34026E3dFc3f26a1De01b83b509,1,0.0,274.3,9051.85,0,24,0,6.5929139361e-05,5.227831530539361,1.1899737370905508,,,,,34,40.45910706107872,40.45910706107872
0x5AB5Ed6d05055B714d9D5F4Bb027C6835EA8aCFB,1,0.0,9393.78,18787.55,0,2,0,0.019,1.12,0.7463333333333333,,,,,3,2.239,2.239
0xdb53ce480bac3ce96fdb79fae1156f80b6925e05,1,163.54,150.86,14234.55,0,51,47,0.000742648,14.397417,0.7612763799682783,0.0,61.42160169394585,1.3535328755101332,,144,42.63147727822359,-76.47941576666814
0xded605e5a25d7e6808d726a52257ac5e65b99475,1,0.0,98.33,28829.77,0,16,1,0.027,3.0,0.6856177664128992,11.6546,11.6546,11.6546,,18,11.655502029019287,0.0009020290192862
0xf261B3A60Ef40eE0B369B0705c1a2c58B02799DF,1,0.0,34603.16,2076189.77,0,25,0,0.0,13.0,0.7643348714247779,,,,,61,46.624427156911445,46.624427156911445
0x179b553f677766183e7cd2ae8c148ace69db7cdd,1,1.37,0.0,18059.1,0,1,2,0.037638154,0.037638154,0.037638154,0.0,0.037212094,0.018606047,,3,0.037638154,0.00042606
0xa0d4BEE1BeEaFce031C56CfB40210746Cc6Ab2D0,1,0.0,3084.58,18507.47,0,5,0,0.14,8.8,3.148202428571429,,,,,7,22.037417,22.037417
0x9B76AD3435E2cBd4e08FEeA210a9972465a4748C,1,0.0,541.56,1624.68,0,4,0,0.0131209489070249,1.5130419489070248,0.7570407244535124,,,,,4,3.02816289781405,3.02816289781405
0xcc7ecc050aab5843c79f14933e207f032bc16b78,1,0.0,376.64,13182.48,1,5,0,0.0,0.5,0.0364444444444444,,,,0.0,36,1.312,1.312
0x7098c7113c2ecaf48baad07e598c74c2689a5795,1,4.03,90.15,1622.78,0,14,2,0.1,14.653805924041782,2.6032974375811464,1.2617693140417823,48.0,24.630884657020893,,21,49.46265131404178,0.200882
0xC42bFd4F93b46037888602c3e7E6E57d65E87E73,1,0.0,3130.54,46958.08,0,13,0,0.49,17.85129413,2.23146557875,,,,,16,35.70344926,35.70344926
0x84106febe96b45d1a6cf1dceec8285c46faf25de,1,0.0,42.46,51794.67,0,25,1,0.03,8.0,1.5153275314291446,42.428309880016045,42.428309880016045,42.428309880016045,,29,42.429170880016045,0.000861
0x0C4762Bc7B1Af1DC9448A827f53861c118B712dE,1,0.0,99221.72,1488325.87,0,14,0,0.003699985,13.142199863347578,1.7052749829184473,,,,,16,27.28439972669516,27.28439972669516
0xc1f9c01602043fcef642cc8601bda13ca29b7a9c,1,1939.93,64634.91,193904.72,0,4,13,0.000539802,0.007,0.0035767379093625,0.0,0.0048678116374501,0.0007507926624928,,18,0.0143069516374501,0.0037958543625498
0x34bb6cf517abb83bfd8bc4e41ed899810ac49b58,1,0.0,20.74,269.63,1,4,0,0.0,1.0,0.1085714285714285,,,,0.0,14,1.52,1.52
0x83940770976605dda722a620dd9d91825c8d65dc,1,0.0,183.39,20908.12,0,5,1,0.04769,0.994,0.533822252,2.66806126,2.66806126,2.66806126,,6,2.66911126,0.00105
0xca8e988ffb5a662f8201c90b6a45cc7826f5f15a,1,0.0,509.48,4115.2,0,3,1,0.0,1.13033077,0.7101102566666667,2.12946977,2.12946977,2.12946977,,4,2.13033077,0.000861
0x7942ec88b93ac9227957a118d8d09aa736c886a1,1,717137.5,2172.61,1502185.08,0,69,3,9e-18,2.0,0.1188904054311425,0.04713978,8.0,2.8131375933333334,,74,8.441218785611118,0.0018060056111196
0x1a81433309A5341D897108255D64208FDF4E42B1,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x762ad6be3f56a132f99cc0cd6ba4c84d1e992824,1,14718.13,8028.41,44183.38,0,4,4,0.0028388,4.01743468,1.196962316,0.0188244,4.0,1.495730375,,9,5.98481158,0.00189008
0xff9dEB48Ca4513B24e213fbB435EF8293eb140Bd,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xd6572692BE52881905Dd59d4984cC7E61A2514e7,1,0.0,25309.32,506186.37,0,14,0,0.1,11.574937,1.4895575164254538,,,,,21,31.28070784493453,31.28070784493453
0x9826D8246E0c38cd3EC3f8b6D733be6001c2c712,1,0.0,410.42,16827.07,0,18,0,0.0,28.77485954,1.23835512373663,,,,,42,52.01091519693847,52.01091519693847
0x3a1ba1e4510d36272d1e1d708787Befa1780b778,1,0.0,4761.04,38088.33,0,2,0,0.0,0.748011232,0.1658603741111111,,,,,9,1.492743367,1.492743367
0x52beed3924b0824411d03ea2fe51e429717dcf10,1,4656.2,57.0,15134.02,0,17,2,0.0001488,8.686,0.9790917710526316,5.0,8.60016065,6.20005355,,22,18.60274365,0.002583
0x7ed44f8b304cd71664cbe8c94614660859fca2c6,1,347116.73,0.0,1683481.73,0,1,4,0.05,0.05,0.05,0.0012,0.04399869,0.01224275,,5,0.05,0.001029
0x54b623c82365ef20680b17301bd949bcd5599eb9,1,2909.43,524.75,18470.13,0,12,5,0.0,1.82017261,0.51487354875,0.001,7.19077878,1.37251313,,22,8.23797678,0.002898
0x3f2cf669c657316985b01b1b797cb259c97d6551,1,0.0,419.46,8077.95,0,7,1,0.32911802,1.99878997,0.9823675513636364,10.804977065,10.804977065,10.804977065,,12,10.806043065,0.001066
0x1691b2f9986598e12c57aba5be50ebd5346247e0,1,45455.35,266.91,46899.28,0,8,2,0.5,4.0,1.3135775,0.507759,9.999139,5.253449,,10,10.50862,0.001722
0x873a35f651892aee1d9360be80ae904f7d76068f,1,0.0,0.0,7590.85,0,1,1,1.0,1.0,1.0,0.999139,0.999139,0.999139,,2,1.0,0.000861
0x804a67880f461c2ba4b927a10e99e371962b0f3f,1,19009.01,1175.06,39235.4,0,6,3,0.01012428,1.0,0.6683514983333333,0.50893471,1.89928428,1.3360729966666665,,9,4.01010899,0.00189
0xdccea2e783d873acb4ccfb7dead1004d90ad481d,1,402.12,1024.77,33817.25,0,28,2,0.001,200.0,8.062798323946009,0.0,267.0,68.525,,38,274.1351430141642,0.0351430141642577
0x4bc2055440dd519fa4d448d2d6899e6604aaedc5,1,130655.42,0.0,130659.45,0,1,2,0.0035,0.0035,0.0035,0.0,0.002669214,0.001334607,,3,0.0035,0.000830786
0xe87d279d090df4ba19c0e19958d9ac61be5c6909,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x368be389ce940bf17c3296344086e368bc4c60f3,1,1437.11,620.71,16379.72,0,12,4,1.968e-06,1.0,0.367836824,0.01487,4.0,1.1004305975,,16,4.414041888,0.012319498
0x8c9d135ac2778e1a7d326932aad302e7c22c94d7,1,0.0,441.6,91658.82,0,27,1,0.0,4.98780008,0.7245203969999999,21.73365891,21.73365891,21.73365891,,31,21.73561191,0.001953
0x0a888f0f0b772e17a2adfd62d3f15cec72c8d42f,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xfac9eeb5cc03db0cff26e518f19ccfbf080689a1,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x9db99e73c52bcc353963022ac184a25e80f655bd,1,0.0,56.28,29974.48,0,3,1,0.02,3.0,1.0275,4.109139,4.109139,4.109139,,5,4.11,0.000861
0x705f704d11020ff07acde8592bb80b044e15de16,1,0.0,160.71,36431.38,0,7,1,0.2,3.3,1.2405116328571428,8.68272043,8.68272043,8.68272043,,8,8.68358143,0.000861
0x85234c92d4dddf239df9c76497a6516fdf546577,1,31492.08,1.28,338515.55,0,2,8,0.2,0.99,0.595,0.08,0.315567,0.148558375,,10,1.19,0.001533
